"# Mean calcium signals in AFD, AWC, and AIY"
# Data extracted from fig 6-G in Kano et al. 2023
temperature,AFD,AWC,AIY
21.0716750248478,2.579730245530231,0.7669371265744811,2.126328837425504
21.16541640370204,2.739530858505504,0.7935044272535912,2.0285815782412677
21.18940255696097,2.899350367142711,0.9178189871169372,2.1350586332389803
21.212474160182303,2.9792601214613144,0.8467524025834141,2.22379266168073
21.353522718254343,3.112436746771676,0.9798534452460405,2.3214832338791656
21.470751404892464,3.2544754375290514,1.0241637724811137,2.401411883859703
21.564742206484237,3.4054328807192444,1.104016839813916,2.3835365876702026
21.588520507461897,3.5741333504654,1.1839265941325188,2.472289511773887
21.65902400126979,3.6718239226638345,1.2460366349093572,2.401185135916496
21.799906277516808,3.75169588565857,1.3436138331361884,2.356704747724017
21.870285059955936,3.831624535639107,1.3790809905861812,2.427714645271738
21.893980220021085,3.9381960689464903,1.4412288226868872,2.543148244026136
21.98801259206911,4.018086927603161,1.5299628511286376,2.4720438681687456
22.011125765746694,4.195668358458265,1.4677772277040635,2.400920596649421
22.082128105029646,4.115720812815793,1.6364588017882848,2.5252162608508333
22.10519970825098,4.275502530129133,1.5653922172547627,2.4895790424434354
22.17582791342764,4.3730986240178975,1.6541451413584465,2.613742437011311
22.199730925774062,4.452951691350699,1.760697779003896,2.515995177827074
22.293680156909573,4.399609237711206,1.8316698852277489,2.480339063757742
22.410825702635183,4.390614902630654,1.8582182902449251,2.5868728057412573
22.481495478268094,4.372758502103086,1.955852175457558,2.6845444822777584
22.52859480520462,4.310459504706909,2.0179811118963302,2.799959185370222
22.62241932497137,4.390274780715843,2.0623103347933376,2.817607733616516
22.669560222364147,4.470090056724777,2.1333202323410587,2.76430307130089
22.71649326747565,4.576548216060556,2.1599253243440364,2.710885035013661
22.71682583112569,4.514192531678576,2.2309730132156256,2.790756998008397
22.81065035089244,4.593988912025576,2.275302236112633,2.675172233958527
22.857874389197725,4.549508523833098,2.364074055878251,2.8171920290539694
23.02166198684106,4.620480630056951,2.355060825135765,2.64837818533621
23.06909387742762,4.549262880227957,2.4882374504461264,2.541731069381091
23.115569647520324,4.549187297580221,2.417151970250669,2.4617646280766854
23.233089327352225,4.451440038395985,2.523629025248383,2.6127220712668784
23.42007323958565,4.451269977438579,2.47019209329922,2.541617695409488
23.53671993983621,4.468899630022939,2.3901689650090128,2.6836563861668634
23.58307099856015,4.388895397394665,2.29244060148671,2.6302194542177
23.630087184584163,4.33549625676937,2.3368076157075857,2.665629924681891
23.74690016665973,4.228773558166516,2.2923083318531723,2.754439535771377
23.769930199424813,4.344226052582847,2.2123607862107013,2.5767447309446694
23.8627154577852,4.086602597775602,2.0346659813839936,2.6476790458446544
23.86313116234775,4.148769325538242,2.12347559247348,2.585398944110411
23.908941805140373,4.184179796002433,1.9102947345348449,2.532094281794785
23.909274368790413,4.077551575709248,1.981342423406434,2.6830139336611096
24.07252155050244,3.9442993677511513,1.856876698247616,2.5852099874910714
24.142484628379016,3.9263862802377822,1.8035342446081224,2.487462728306835
24.16568094296911,3.846382047609509,1.7591105434014458,2.4429823401143564
24.18862783482168,3.7574968538722873,1.661401075541077,2.2919682099383616
24.211741008499267,3.686411373676831,1.5992154521165023,2.114330092097456
24.234895752633108,3.7040788175850574,1.5459107898008768,2.1586971063183307
24.37498819021129,3.650774155269433,1.4747497269576848,2.1142545094497205
24.39860020936393,3.5707888183030936,1.519135636840494,1.989864366938638
24.4916764609181,3.4818658332420034,1.4036075597764257,1.9098979256342323
24.60861415436244,3.3840807827338995,1.3857511592488598,1.8032886010029816
24.678701943607784,3.295214484658612,1.3590515889362114,1.6877983152627816
24.795514925683364,3.2151913563684045,1.3145523050817989,1.572270238198714
24.84215697760108,3.1529679416199623,1.278990669322137,1.4922660055704404
24.9119953441089,3.108449762103616,1.1990053323557976,1.5010524883697194
24.93494223596147,3.064007165235005,1.1012958644954294,1.589767621149536
