"# Mean calcium signals in AFD, AWC, and AIY"
# Data extracted from fig 6-G in Kano et al. 2023
temperature,AFD,AWC,AIY
16.5278578743892,0.0597291873731622,0.0423640740558779,0.2995340329767089
16.644961849658557,0.0418538911836616,0.0600315179641048,0.2461348923514128
16.832236755085766,0.0328784517650433,0.0687613137775828,0.2549402708126269
17.042874256928094,0.0593890654583511,0.0685912528201777,0.290331845614884
17.183340828612568,0.1125992494643082,0.0773588399575224,0.3701093302999494
17.253511758770422,0.1213101496158506,0.0684211918627717,0.3700148519902804
17.417382497326265,0.1300399454293277,0.0771698833381826,0.3787824391276251
17.557765928098227,0.129926571457724,0.0681755482576313,0.3609071429381245
17.65142416603996,0.1564371851510326,0.0769809267188437,0.4230360793768968
17.815211763683294,0.2096473691569889,0.0679676959763577,0.4140039529724761
17.979040931782883,0.2628575531629442,0.0678354263428202,0.6448333591574045
18.1194659330111,0.3071678803980173,0.0677220523712165,0.7069622955961776
18.260057216064336,0.3692212341890553,0.1031325228354074,0.7335484919372206
18.423969525076437,0.4668551194016874,0.1207621754197667,0.8312012728117875
18.51771090393068,0.5556080435053721,0.1473294760988777,0.8044450155133376
18.658052764246385,0.635423319514306,0.1294541799093762,0.8398365903155955
18.82196507325848,0.7508569182687044,0.1470838324937364,0.8752659564417193
19.009323119598204,0.8041048935985264,0.1735755505251104,0.9729376329782208
19.14991440265144,0.875114791146248,0.2089860209893013,1.0261478169841771
19.290588826617185,0.955005649802918,0.262158413671389,0.9905483899006464
19.4077343723428,1.0526395350155502,0.2887068186885653,1.061558287448368
19.54836722585229,1.159211068322934,0.3329982502617046,1.159116590013265
19.642025463794024,1.256882744859435,0.3418036287229178,1.2301642788848532
19.75912943906338,1.398902539954877,0.3594710726311456,1.2743990234721911
19.923249600356748,1.558684257268216,0.421505530760248,1.2919908847326829
20.087161909368845,1.6385751159248856,0.4391351833446073,1.4074433791490142
20.11077392852149,1.745146649232269,0.4835210932274165,1.514014912456398
20.25144835248724,1.9138471189784243,0.5366934859095043,1.6117054846548324
20.298464538511247,1.993737977635094,0.5810605001303797,1.6915207606637663
20.50939303354736,2.109190472051426,0.6430571669356144,1.798073398309216
20.696875791255845,2.1980000831409123,0.6961917682938354,1.7712793496868993
20.790617170110085,2.277890941797582,0.7227590689729446,1.8866751571174287
20.931125312250813,2.4377104504347886,0.7404076172192395,2.028694952212871
