X,Y
17.01942851960047, 0.05972918737316224
17.15977037991618, 0.04185389118366167
17.27674964381677, 0.03287845176504334
17.440703523285123, 0.0593890654583511
17.534569613508133, 0.11259924946430822
17.745248685806715, 0.12131014961585063
17.932523591233924, 0.13003994542932773
18.07294859246214, 0.12992657145772402
18.236902471930495, 0.15643718515103266
18.3307685621535, 0.2096473691569889
18.424634652376508, 0.26285755316294424
18.54186333901463, 0.30716788039801735
18.682579333436628, 0.3692212341890553
18.75324910906954, 0.46685511940168745
18.823877314246197, 0.5556080435053721
18.964676449580708, 0.635423319514306
18.988621032383385, 0.7508569182687044
19.035678788863652, 0.8041048935985264
19.08281968625643, 0.875114791146248
19.130002154105462, 0.955005649802918
19.20067192973837, 1.0526395350155502
19.201170775213427, 1.159211068322934
19.225032217103596, 1.256882744859435
19.31931401188915, 1.398902539954877
19.413678947587215, 1.558684257268216
19.460861415436245, 1.6385751159248856
19.4613602609113, 1.745146649232269
19.508958433322878, 1.9138471189784245
19.556140901171908, 1.993737977635094
19.55668131710322, 2.109190472051426
19.557097021665765, 2.1980000831409123
19.6042794895148, 2.277890941797582
19.65183609147012, 2.4377104504347886
19.74611788625567, 2.579730245530231
19.817078655082366, 2.739530858505504
19.86463525703769, 2.899350367142711
19.88841355801535, 2.9792601214613144
19.93584544860191, 3.112436746771676
20.006723076516092, 3.2544754375290514
20.030833941143793, 3.4054328807192444
20.07843211355537, 3.5741333504653996
20.078889388574172, 3.6718239226638345
20.14947602329457, 3.7516958856585703
20.149850157400863, 3.8316245356391074
20.15034900287592, 3.9381960689464908
20.19753147072495, 4.018086927603161
20.245171213592783, 4.195668358458265
20.26820124635786, 4.115720812815793
20.36256618205592, 4.275502530129133
20.48004429143157, 4.3730986240178975
20.57403509302334, 4.452951691350699
20.643998170899927, 4.399609237711206
20.78438160167189, 4.390614902630654
20.901319295116224, 4.372758502103086
21.064857470022034, 4.310459504706909
21.205656605356545, 4.390274780715843
21.346455740691052, 4.470090056724777
21.487379587394326, 4.576548216060556
21.721130262914237, 4.514192531678576
21.88533356512012, 4.593988912025576
21.978742380324324, 4.549508523833098
22.072691611459838, 4.620480630056951
22.28299654965213, 4.549262880227957
22.37661321713761, 4.549187297580221
22.44636844273292, 4.451440038395985
22.657005944575243, 4.451269977438579
22.82091825358734, 4.468899630022939
22.914160786966526, 4.388895397394665
23.054336365457218, 4.33549625676937
23.241070854953122, 4.228773558166516
23.24161127088443, 4.344226052582847
23.334022395138525, 4.086602597775602
23.334313388332305, 4.148769325538242
23.474904671385545, 4.184179796002433
23.5446183265246, 4.077551575709248
23.590803103423518, 3.9442993677511513
23.777953297481965, 3.9263862802377822
23.87119583086115, 3.8463820476095094
23.964396793784083, 3.7574968538722873
24.010872563876784, 3.686411373676831
24.127976539146143, 3.7040788175850583
24.151131283279984, 3.650774155269433
24.220969649787804, 3.5707888183030936
24.36097894645347, 3.4818658332420034
24.47754250579152, 3.3840807827338995
24.54733930184308, 3.2952144846586116
24.663986002093637, 3.2151913563684045
24.733907509513966, 3.1529679416199623
24.874124658460907, 3.1084497621036156
24.920725139922375, 3.064007165235005
