source,target,weight
AVDR,AS06,0.0066596711654890945
AVDR,AS07,0.025628202228329035
AVDR,AS08,0.020114131600895643
AVDR,AS09,0.020624174235344853
AVDR,AS10,0.008943056723172112
AVDR,AS11,0.02022490711149908
AVDR,AVAL,0.09976193283993834
AVDR,AVAR,0.10355030367049342
AVDR,AVDL,0.02908148757081318
AVDR,DA01,0.021400548330636926
AVDR,DA02,0.01496127075902427
AVDR,DA03,0.023742310106920295
AVDR,DA04,0.027979720614299368
AVDR,DA05,0.02482194647040293
AVDR,DA06,0.040633227882987635
AVDR,DA07,0.010656875974525557
AVDR,DA08,0.02939361844971143
AVDR,DA09,0.01571892391380534
AVDR,DB04,0.006993003032750792
AVDR,DB05,0.007684684304792785
AVDR,DB06,0.012960489380465188
AVDR,DB07,0.009167536660451468
AVDR,LUAL,0.009567570474343059
AVDR,LUAR,0.012807989212621291
AVDR,PVCL,0.04544352233522314
AVDR,PVCR,0.043083487038034586
AVDR,SABD,0.011167765799109957
AVDR,SABVL,0.016805458273610182
AVDR,SABVR,0.00880231989096276
AVDR,VA01,0.007451593942953782
AVDR,VA02,0.012185283441205287
AVDR,VA03,0.01823225746260005
AVDR,VA04,0.010564057898319212
AVDR,VA05,0.019957297897493894
AVDR,VA06,0.01973313447631449
AVDR,VA07,0.007627556151957746
AVDR,VA08,0.04190420113471269
AVDR,VA09,0.018755902831917685
AVDR,VA10,0.014192846044096308
AVDR,VA11,0.029553028986677835
AVDR,VA12,0.016073299490606534
AVDR,VB09,0.015511564783189963
AVDR,VB11,0.007796457411185915
PVQL,ADAL,0.022516493183936115
PVQL,AIAL,0.13450258838853696
PVQL,AIML,0.007924878389228106
PVQL,ASJL,0.04142370368262856
PVQL,ASKL,0.1669733028809305
PVQL,AVFR,0.03287912820366896
PVQL,AVHR,0.067770111123289
PVQL,AVKR,0.030419569199892083
PVQL,AWAL,0.018986276889969917
PVQL,DA06,0.029154076579352976
PVQL,DA07,0.008752670193277195
PVQL,DA08,0.06177827220432831
PVQL,DB05,0.007416383034876479
PVQL,HSNL,0.044030819903409076
PVQL,HSNR,0.07456086769988983
PVQL,PHBL,0.038617264513158875
PVQL,PVPL,0.14152388289444728
PVQL,PVQR,0.04005461828970317
PVQL,VA08,0.030715092745476708
ADEL,AS07,0.032690131020996875
ADEL,AS08,0.025633153536093002
ADEL,AS09,0.026135443893868952
ADEL,DA03,0.02678999625934114
ADEL,DA04,0.03141060868471844
ADEL,DA05,0.027214747790207296
ADEL,DA06,0.049301748723746125
ADEL,DA08,0.03574894709540011
ADEL,DB06,0.016784825981795874
ADEL,FLPL,0.029961687390556106
ADEL,IL1L,0.017811020102438905
ADEL,IL2L,0.055884455503134874
ADEL,OLLL,0.030675398350728682
ADEL,RIGL,0.07686821300390478
ADEL,RIGR,0.09878283563631204
ADEL,RIH,0.03385972843963262
ADEL,RMDL,0.06279587295078849
ADEL,RMER,0.05943193030122564
ADEL,RMHL,0.021486562783205716
ADEL,RMHR,0.04737394361175028
ADEL,SIBDL,0.018097819881142996
ADEL,VA05,0.021066002554851446
ADEL,VA06,0.022738951705050376
ADEL,VA08,0.053334013702075654
ADEL,VA09,0.024040228187297674
ADEL,VA10,0.018217792402739852
ADEL,VA11,0.035863940506996025
AIAL,ADAL,0.020992662173294766
AIAL,ADFL,0.023320124560806916
AIAL,ADLL,0.022638883560680292
AIAL,AIBL,0.2344702465259649
AIAL,AIML,0.03815115313435843
AIAL,AIZL,0.034945017732404604
AIAL,ASEL,0.023937904508143048
AIAL,ASER,0.061890598879377805
AIAL,ASGL,0.021233145455650537
AIAL,ASHL,0.0311345752907375
AIAL,ASIL,0.03594091404290267
AIAL,ASIR,0.01964234485282895
AIAL,ASJL,0.05539635054290517
AIAL,ASKL,0.1018237991976539
AIAL,AWAL,0.019709392194730547
AIAL,AWBL,0.020449729035519563
AIAL,AWCL,0.023957807790490466
AIAL,AWCR,0.04122628054666122
AIAL,HSNL,0.0224941665243921
AIAL,PVQL,0.03445535766338804
AIAL,RIFL,0.02222204900651791
AIAL,RIMR,0.04542360817810237
AIAL,RIR,0.022238799613388028
AIAL,RMGL,0.022305088989100278
AWAL,ADAL,0.02627316907554919
AWAL,ADLL,0.026395184481312943
AWAL,AFDL,0.1257896718877978
AWAL,AIAL,0.04829837276598833
AWAL,AIBL,0.04224246742201562
AWAL,AIBR,0.04605799479583004
AWAL,AIYL,0.05200870869771443
AWAL,AIZL,0.2700687549755062
AWAL,AS08,0.00744267556825422
AWAL,ASEL,0.10324747889543047
AWAL,ASGL,0.02804702146018805
AWAL,ASHL,0.05160014685635852
AWAL,AWAR,0.023521513355326828
AWAL,AWBL,0.029902938231191615
AWAL,DA07,0.004128227841127875
AWAL,DB05,0.0031268921667652015
AWAL,DB06,0.005237054107219079
AWAL,RIAL,0.04155797133349619
AWAL,SMBDL,0.02870162309675224
AWAL,SMBVL,0.023900713606931655
AWAL,URYDL,0.00708526996660819
AWAL,VA10,0.005366149412635542
PVPL,AQR,0.03962026237159363
PVPL,AS05,0.007966854425246871
PVPL,AS07,0.022310974728648514
PVPL,AS08,0.01599668069764683
PVPL,AS09,0.0181132507979306
PVPL,AS11,0.027290056572487256
PVPL,AVAR,0.0805829625375469
PVPL,AVBL,0.04439186415108212
PVPL,AVBR,0.05355579308773833
PVPL,AVDR,0.03476246491455816
PVPL,AVG,0.015070891765534623
PVPL,AVKR,0.02918634489183623
PVPL,DA01,0.015095374657457658
PVPL,DA02,0.011609010336655009
PVPL,DA03,0.01708138079454057
PVPL,DA04,0.020286345704393645
PVPL,DA05,0.018690878669064853
PVPL,DA06,0.031573046239716046
PVPL,DA07,0.01011486253462002
PVPL,DA08,0.028400293802528804
PVPL,DB05,0.007515669342791563
PVPL,DB06,0.012311942362605797
PVPL,DB07,0.011659471380080215
PVPL,DVB,0.020939029049741504
PVPL,LUAR,0.010975977914570861
PVPL,PHAR,0.013493190969327124
PVPL,PQR,0.02115145479528047
PVPL,PVCL,0.05256007955542579
PVPL,PVCR,0.050866204011397805
PVPL,PVQL,0.02730372445857363
PVPL,SABVL,0.010845841445965274
PVPL,VA03,0.012530723328762811
PVPL,VA04,0.008932631632592154
PVPL,VA05,0.01359526057881447
PVPL,VA06,0.01486077438598424
PVPL,VA08,0.03460849009467955
PVPL,VA09,0.01695617378677198
PVPL,VA10,0.011742667611899444
PVPL,VA11,0.02371545234754655
PVPL,VA12,0.022612506411043835
PVPL,VB08,0.009932457545282897
PVPL,VB09,0.01601263007362649
PVPL,VB11,0.009674714021266512
PVPL,VD13,0.023503339215142378
PVR,ALMR,0.008053061542478599
PVR,ALNR,0.04322842287791118
PVR,AS05,0.006242941471282429
PVR,AS06,0.009049881390214077
PVR,AS07,0.01724253289888233
PVR,AS08,0.012252636999360066
PVR,AS09,0.01307632537008989
PVR,AVBL,0.03895999874770408
PVR,AVBR,0.042637947602287785
PVR,AVJL,0.023344354494696143
PVR,AVM,0.008125443179347235
PVR,DA03,0.013662243001530443
PVR,DA04,0.016691752858965757
PVR,DA05,0.019364143446632846
PVR,DA06,0.024403030065965087
PVR,DA07,0.009930956994171809
PVR,DA08,0.022364444113632795
PVR,DA09,0.056363187591905305
PVR,DB02,0.00971436349076117
PVR,DB03,0.013129541261665547
PVR,DB04,0.011565264299853115
PVR,DB05,0.006838725100235721
PVR,DB06,0.011340320700191524
PVR,DB07,0.029976615179679457
PVR,DVA,0.04082995216585718
PVR,LUAL,0.008350815843795665
PVR,LUAR,0.012912042778627963
PVR,PDB,0.038062329532487504
PVR,PDEL,0.022245611761401822
PVR,PDER,0.02001803134193388
PVR,PLMR,0.008738199584191348
PVR,PVCL,0.0520177477484271
PVR,PVCR,0.08406964470361525
PVR,PVM,0.004840474434275828
PVR,PVWR,0.01277118215691738
PVR,RID,0.011334540962823356
PVR,SABD,0.010914709068794971
PVR,SDQR,0.016117083943824866
PVR,VA04,0.007151823804913815
PVR,VA05,0.010693107236542836
PVR,VA06,0.011575639934769724
PVR,VA08,0.028112095212321084
PVR,VA09,0.013646668617957606
PVR,VA10,0.009385461838336747
PVR,VA11,0.020678596147303132
PVR,VA12,0.019555038218303827
PVR,VB03,0.006706372172345177
PVR,VB07,0.0094296318085621
PVR,VB08,0.008814757189477763
PVR,VB09,0.012715821501330733
PVR,VB11,0.011305284789570795
PVR,VD13,0.019449200821845855
RMGL,ADAL,0.02138890205207019
RMGL,ADLL,0.03510184792980568
RMGL,AIML,0.035693552313883645
RMGL,ALML,0.036023956799749665
RMGL,ALNL,0.017318085425023864
RMGL,AS04,0.003677111364899277
RMGL,AS07,0.02309306647822328
RMGL,AS08,0.01618440380301399
RMGL,ASHL,0.03654903835136217
RMGL,ASKL,0.0225760448148937
RMGL,AVEL,0.06572418553547635
RMGL,AVFR,0.03995688907562999
RMGL,AWBL,0.01768248728489165
RMGL,CEPDL,0.020529599001033984
RMGL,DA04,0.020880027580730036
RMGL,DA06,0.03305272804204188
RMGL,IL2L,0.01770165110767954
RMGL,RID,0.02528413856864653
RMGL,RIFL,0.01837650271489882
RMGL,RMDDR,0.04252720552701124
RMGL,RMDR,0.05759831486981361
RMGL,RMDVL,0.0633142412881613
RMGL,RMHL,0.0671325955467231
RMGL,SIADL,0.018347551950059982
RMGL,SIADR,0.018389381538579417
RMGL,SIAVL,0.01866301676860475
RMGL,SIBDR,0.01934749677821202
RMGL,SIBVL,0.03623981659979915
RMGL,SIBVR,0.02182715516601646
RMGL,SMBVL,0.03637863018580456
RMGL,URXL,0.036662769781947685
RMGL,VA08,0.034890134852991514
RMGL,VA11,0.021887470902320773
ADFR,ADAR,0.022140546338619792
ADFR,AFDR,0.034077824482368506
ADFR,AIYR,0.02016665586668307
ADFR,AIZR,0.09344773182437012
ADFR,ASGR,0.013173664212260712
ADFR,ASHR,0.016704052690643914
ADFR,AUAR,0.044547121322928734
ADFR,AWAR,0.022938301676825448
ADFR,AWBR,0.02175486661336322
ADFR,AWCR,0.01405720096780266
ADFR,BAGL,0.0326210749868804
ADFR,DA06,0.01454662162136921
ADFR,OLQVR,0.0156233195105946
ADFR,RIAR,0.1923064326507749
ADFR,RIGR,0.03580063740555666
ADFR,RIH,0.03151632689706404
ADFR,RIR,0.03437546021691975
ADFR,RMDDL,0.0319060154843318
ADFR,RMDDR,0.03383707573946196
ADFR,RMDR,0.024117406402333636
ADFR,RMDVL,0.03822738646505124
ADFR,RMDVR,0.0326383624882683
ADFR,SMBDR,0.021741869969516867
ADFR,SMBVR,0.03857000416348856
ADFR,SMDDR,0.025932990580774137
ADFR,SMDVL,0.03639537854854354
ADFR,SMDVR,0.034417060935284016
ADFR,URYVR,0.022418609937920234
ASHR,ADAR,0.02034679813440594
ASHR,ADFR,0.014843184910757957
ASHR,ADLR,0.0385761124131318
ASHR,AIAR,0.07192214693956575
ASHR,AIBR,0.04017925976074028
ASHR,AS07,0.024668685834290723
ASHR,AS08,0.019698300651377367
ASHR,AS09,0.018934464187776168
ASHR,AS11,0.01670781696902584
ASHR,AVAR,0.12213722769409355
ASHR,AVDL,0.05202863584060062
ASHR,AVDR,0.03756773975590411
ASHR,DA01,0.020742683888159377
ASHR,DA02,0.014389526545316401
ASHR,DA03,0.020850799043973793
ASHR,DA04,0.024554845569176444
ASHR,DA05,0.02170628897561068
ASHR,DA06,0.03674487537685872
ASHR,DA07,0.010646378087359342
ASHR,DA08,0.030902556291698524
ASHR,DB06,0.013743901174636444
ASHR,LUAR,0.012969106787126242
ASHR,PVCL,0.06444349968570676
ASHR,RMGR,0.01923185011136491
ASHR,SABVL,0.01450285425958026
ASHR,SMBVR,0.016525888643396335
ASHR,VA03,0.016826382078191215
ASHR,VA04,0.011419321916100752
ASHR,VA05,0.016186394367955534
ASHR,VA06,0.016651897646493153
ASHR,VA08,0.04075296520683834
ASHR,VA09,0.018738586764394206
ASHR,VA10,0.01456923597346327
ASHR,VA11,0.029329241532483705
ASHR,VA12,0.018702316904072758
ASHR,VB09,0.017258230078372492
AVDL,AS01,0.011168092881154532
AVDL,AS03,0.007076933980409331
AVDL,AS04,0.005708326321632976
AVDL,AS05,0.010268629777014437
AVDL,AS06,0.00654338981884938
AVDL,AS07,0.02520595904550598
AVDL,AS08,0.019899863972236035
AVDL,AS09,0.020273758533321383
AVDL,AS10,0.009303933651312568
AVDL,AS11,0.019296952740711866
AVDL,AVAL,0.0968301822767941
AVDL,AVAR,0.10431625201761602
AVDL,AVDR,0.04063607107895618
AVDL,DA01,0.020043108551934943
AVDL,DA02,0.015092706191347801
AVDL,DA03,0.028119867582973735
AVDL,DA04,0.02853253592166096
AVDL,DA05,0.023242402149316742
AVDL,DA06,0.038478117717567234
AVDL,DA07,0.010330597756282313
AVDL,DA08,0.02996358697907347
AVDL,DA09,0.01375984392787462
AVDL,DB05,0.007603003829763827
AVDL,DB06,0.012754818530362796
AVDL,DB07,0.009276589460752896
AVDL,LUAL,0.008207639661273768
AVDL,LUAR,0.01258921930912656
AVDL,PVCL,0.04705028976710147
AVDL,PVCR,0.03804502685034597
AVDL,SABD,0.013561806874290707
AVDL,SABVL,0.014292629490635507
AVDL,SABVR,0.009161172253388536
AVDL,VA01,0.00958960640476412
AVDL,VA02,0.010536865437076687
AVDL,VA03,0.019050880868078397
AVDL,VA04,0.010552495140561948
AVDL,VA05,0.020306730877570428
AVDL,VA06,0.01789587511344494
AVDL,VA07,0.00757674817780067
AVDL,VA08,0.04128525650861695
AVDL,VA09,0.018456547675098144
AVDL,VA10,0.01977313914848688
AVDL,VA11,0.027665494713670066
AVDL,VA12,0.017830154243529697
AVDL,VB09,0.015348306250262714
AVDL,VB11,0.007498590540449794
PVQR,ADAR,0.01959866914482713
PVQR,AIAR,0.14522603950984125
PVQR,AIMR,0.01882131339123163
PVQR,ASER,0.03881698692704424
PVQR,ASJL,0.018690523803564063
PVQR,ASJR,0.03294694825365525
PVQR,ASKR,0.14070982676625435
PVQR,AVFL,0.03108933595760172
PVQR,AVFR,0.030842733490006168
PVQR,AVHR,0.0476063233551507
PVQR,AVL,0.04390689761217107
PVQR,AWAR,0.03799720023859022
PVQR,DA06,0.025901256976350574
PVQR,DVB,0.030766880909512666
PVQR,DVC,0.07496462861961271
PVQR,HSNR,0.026540081698731878
PVQR,PDA,0.019702761491957266
PVQR,PVNL,0.0241885540085816
PVQR,PVQL,0.04015628288003965
PVQR,PVT,0.05411938684912591
PVQR,PVWR,0.022006814309615347
PVQR,RIFR,0.02492843032685301
PVQR,VA08,0.02835251159368969
PVQR,VC02,0.019411386498328586
PVQR,VC06,0.002708225387663311
ADER,ADEL,0.019867171565148264
ADER,ALNR,0.022945061639029794
ADER,AS07,0.03051857493473435
ADER,AS08,0.022838638206768833
ADER,AS09,0.024651097676505192
ADER,ASIR,0.009326183304408915
ADER,AVAL,0.13059149117173446
ADER,AVDR,0.05155508439634649
ADER,AVJR,0.02878846162870926
ADER,AVKL,0.039586965708844575
ADER,DA01,0.021559059260222245
ADER,DA03,0.024922556708356254
ADER,DA04,0.028586355361347113
ADER,DA05,0.02499322199195072
ADER,DA06,0.04596522113650903
ADER,DA08,0.03154726795793466
ADER,DB06,0.014908361421533844
ADER,FLPR,0.020951583594465965
ADER,IL2R,0.010332951707207832
ADER,OLLR,0.022656034744666813
ADER,PVM,0.01015057357350092
ADER,RIGL,0.07051081492654067
ADER,RIGR,0.04406752070672193
ADER,RMDR,0.02750364562288342
ADER,RMGR,0.021014177521253643
ADER,URXR,0.022799283821526295
ADER,VA05,0.019919902421949683
ADER,VA06,0.021658301863668006
ADER,VA08,0.048383961751443605
ADER,VA09,0.021962102021014958
ADER,VA10,0.01617868600145767
ADER,VA11,0.030392891680339096
ADER,VB09,0.01836679397127553
AIAR,ADAR,0.02318495724959166
AIAR,ADFR,0.027032806760304402
AIAR,ADLR,0.05204529459960668
AIAR,AIBR,0.31741515411170906
AIAR,AIZR,0.03247021586460201
AIAR,ASER,0.031059185284738153
AIAR,ASGR,0.08910621570017413
AIAR,ASHR,0.030583098623856123
AIAR,ASIR,0.06435489589693147
AIAR,ASKR,0.049564959010859874
AIAR,AWAR,0.043539941833334476
AIAR,AWCL,0.026960163748185384
AIAR,AWCR,0.09038791217242148
AIAR,DA07,0.005771019084858181
AIAR,DB05,0.004512375123218464
AIAR,RIFR,0.04290650418980441
AIAR,RIML,0.06910530074580427
RICL,AS04,0.004362436132467763
RICL,AS06,0.008100832888029317
RICL,AS07,0.03147789216239903
RICL,AS08,0.024689953766037748
RICL,AS09,0.025213433684575317
RICL,ASHL,0.018172025733342773
RICL,AVAL,0.12143890251364918
RICL,AVAR,0.1281254246526686
RICL,AVKR,0.02228384319238008
RICL,CEPVL,0.01861152513266456
RICL,DA01,0.021561081299661434
RICL,DA03,0.02409369166444259
RICL,DA04,0.02934747296684005
RICL,DA05,0.025598006844813354
RICL,DA06,0.04760804244630959
RICL,DA07,0.01273135763183914
RICL,DA08,0.03323923706417175
RICL,DB05,0.009352006371825193
RICL,DB06,0.01574397930932588
RICL,PVCL,0.05396592585306477
RICL,RIMR,0.04057858618026788
RICL,SMBDL,0.01986086557545203
RICL,SMDDL,0.03501415417923893
RICL,SMDDR,0.035238911097423685
RICL,VA05,0.019681070624916138
RICL,VA06,0.02187905239386029
RICL,VA08,0.051258719177224396
RICL,VA09,0.02293899428522421
RICL,VA10,0.016918172075130692
RICL,VA11,0.033836329038095754
RICL,VB06,0.0042071535368215915
RICL,VB09,0.019144791480245053
RICL,VD08,0.003726129045591359
RICR,AS04,0.004383918672836897
RICR,AS07,0.03148141502395895
RICR,AS08,0.02455436077606965
RICR,AS09,0.025202945216132467
RICR,ASHR,0.023596604125735637
RICR,AVAL,0.12252447613079455
RICR,AVAR,0.1256692865690799
RICR,DA01,0.021769129932364732
RICR,DA03,0.02422523064203363
RICR,DA04,0.02928784770707061
RICR,DA05,0.025515934856800766
RICR,DA06,0.04750695069291626
RICR,DA08,0.03311237799516369
RICR,DB05,0.009330592713961748
RICR,DB06,0.015702171515298315
RICR,RICL,0.02907857103284021
RICR,RIML,0.054099791399380016
RICR,SMDDL,0.04868551002597376
RICR,SMDDR,0.03973196306391837
RICR,SMDVL,0.027241508377554274
RICR,URBR,0.019793990109970586
RICR,VA05,0.0196921676975123
RICR,VA06,0.02186878161276405
RICR,VA08,0.05108379395646137
RICR,VA09,0.02292743106647085
RICR,VA10,0.016869265906670285
RICR,VA11,0.03351229030845123
RICR,VB01,0.024378572426040114
RICR,VB06,0.0042488416737872835
RICR,VB09,0.019209374904416276
RICR,VD08,0.003714903867571418
RIMR,AIBL,0.05107367362347427
RIMR,AS04,0.005041176806947299
RIMR,AS07,0.03328568065774759
RIMR,AS08,0.023484673027806983
RIMR,AS09,0.025592933598024458
RIMR,AVAL,0.135495866895177
RIMR,AVBR,0.07482110834890572
RIMR,AVEL,0.04899945066102892
RIMR,DA01,0.023299721233703958
RIMR,DA03,0.025916630230563127
RIMR,DA04,0.02909929280442643
RIMR,DA05,0.02565680467721967
RIMR,DA06,0.0471289900354663
RIMR,DA07,0.013222559278841525
RIMR,DA08,0.031481946123335464
RIMR,DB06,0.015903068968342534
RIMR,RIS,0.028285560143689915
RIMR,RMDL,0.033006039319273754
RIMR,SAAVL,0.030537353545977277
RIMR,SAAVR,0.03482973206288079
RIMR,SMDDR,0.051198622126526136
RIMR,SMDVR,0.0264625357127685
RIMR,VA05,0.020109452088811992
RIMR,VA06,0.022052133742026477
RIMR,VA08,0.050318136791295376
RIMR,VA09,0.023939306866920695
RIMR,VA10,0.0166920008841481
RIMR,VA11,0.03089881543463362
RIMR,VB09,0.022166734310036077
RMGR,AIMR,0.018352489120402885
RMGR,ALMR,0.01772313321696429
RMGR,ALNR,0.03644950976884254
RMGR,AS04,0.005451066122266306
RMGR,AS07,0.03291993097635638
RMGR,AS08,0.024600725895160765
RMGR,AS09,0.025563496544942433
RMGR,ASHR,0.040893203842164556
RMGR,AVER,0.07325413579282031
RMGR,DA04,0.03048138270340281
RMGR,DA05,0.027289913254663505
RMGR,DA06,0.047402320282740995
RMGR,DA08,0.03548517167941482
RMGR,IL2R,0.032715279899888434
RMGR,RIGR,0.038173271132825495
RMGR,RMDL,0.0719939895878495
RMGR,RMDR,0.04723303556282438
RMGR,RMDVR,0.09565150305199471
RMGR,SAADL,0.034415813653841915
RMGR,SAAVR,0.024165480937039626
RMGR,SIBDL,0.036021689434384045
RMGR,SMBVR,0.055060184856643136
RMGR,URXR,0.039515712767903444
RMGR,VA06,0.021906512506455558
RMGR,VA08,0.05183653104367109
RMGR,VA11,0.03544451636453578
URBR,ADAR,0.023832059504985084
URBR,ADER,0.021340683958898512
URBR,ADLR,0.09698718950198248
URBR,AFDR,0.01921582611166192
URBR,CEPDR,0.022767619353594344
URBR,CEPVR,0.02393590050773263
URBR,DA06,0.02363892565817846
URBR,DB05,0.005245962580196709
URBR,IL1DR,0.022980676953338244
URBR,IL1R,0.056453057623167824
URBR,IL2R,0.03920030638767593
URBR,OLLR,0.02811207273741564
URBR,OLQDR,0.03971345727682757
URBR,OLQVR,0.02600862582594783
URBR,RICL,0.04064059019498156
URBR,RICR,0.02723474088338955
URBR,RMDL,0.03084532767558736
URBR,RMDR,0.03094593197617578
URBR,RMFL,0.020237781373603297
URBR,RMGR,0.061577360373774134
URBR,SIADL,0.04013655176369832
URBR,SIAVR,0.03984497050472163
URBR,SIBDR,0.021127017343080545
URBR,SIBVR,0.022583494388241105
URBR,SMBDL,0.022527315816099496
URBR,SMBVR,0.04622237585679183
URBR,URXR,0.12065547139846829
URBR,VA08,0.02598870646978401
AINL,ADEL,0.024647891376575925
AINL,AFDR,0.12387729569626159
AINL,AIAR,0.03499668233103682
AINL,AINR,0.05163700907507966
AINL,AIYR,0.032495846485607244
AINL,AS08,0.00733600184681179
AINL,ASEL,0.0762950311270827
AINL,ASGL,0.00854762780980963
AINL,ASGR,0.05020579541664471
AINL,ASIL,0.18947913515201317
AINL,ASIR,0.005601634802454207
AINL,AUAR,0.05048898228249178
AINL,BAGL,0.07426117906599958
AINL,DA07,0.003966255161472151
AINL,RIBL,0.03506751570017524
AINL,RIBR,0.0666967661204172
AINL,RID,0.028093510513400016
AINL,RMDVL,0.05525617229566321
AINL,RMFL,0.02725765232799142
AINL,SAAVL,0.05379201541301223
AVKR,AIMR,0.024404164191041383
AVKR,AQR,0.05077972188147086
AVKR,AS06,0.007971142222163882
AVKR,AVKL,0.09257229695054442
AVKR,BDUL,0.024453870795324534
AVKR,DA06,0.040096012675517455
AVKR,DA07,0.012008801197906501
AVKR,DB05,0.009037312890830623
AVKR,PVPL,0.19270691348834457
AVKR,PVQL,0.06197439943772508
AVKR,RIGL,0.04208005012857772
AVKR,RIML,0.07038430189169279
AVKR,RIMR,0.09364296195993012
AVKR,RMFL,0.031902930728433185
AVKR,SIADL,0.0278751929602841
AVKR,SMBDL,0.05323849427043396
AVKR,SMBDR,0.054083868082080704
AVKR,SMDDR,0.06703065690078229
AVKR,VA08,0.043756907346915966
ALA,ADEL,0.028485968076764675
ALA,AS01,0.014489952524463133
ALA,AS02,0.007731296668507968
ALA,AS03,0.009026946875690571
ALA,AS04,0.0038183052969366256
