source,target,weight
AVAR,AVBL,0.007042
AVAR,PVCR,0.028169
AVAR,AVAL,0.021127
AVAR,AS01,0.010563
AVAR,VA03,0.024648
AVAR,AVBR,0.007042
AVAR,AVEL,0.007042
AVAR,AVER,0.010563
AVAR,PVCL,0.049296
AVAR,DA02,0.014085
AVAR,AS02,0.007042
AVAR,VA04,0.017606
AVAR,AS03,0.007042
AVAR,VA05,0.014085
AVAR,DA03,0.017606
AVAR,AS04,0.003521
AVAR,DB03,0.003521
AVAR,AS05,0.007042
AVAR,VA07,0.014085
AVAR,AS06,0.010563
AVAR,DA05,0.024648
AVAR,VA08,0.056338
AVAR,AS07,0.028169
AVAR,AS08,0.03169
AVAR,AS09,0.021127
AVAR,AS10,0.007042
AVAR,AS11,0.021127
AVAR,VA12,0.003521
AVAR,DA01,0.028169
AVAR,DA04,0.028169
AVAR,DA06,0.045775
AVAR,DA07,0.010563
AVAR,DB06,0.017606
AVAR,LUAL,0.003521
AVAR,SABD,0.003521
AVAR,SABVR,0.010563
AVAR,VA01,0.003521
AVAR,VA02,0.007042
AVAR,VA06,0.017606
AVAR,VA09,0.021127
AVAR,VA10,0.017606
AVAR,VA11,0.052817
AVAR,VB09,0.014085
AVAR,AVJR,0.007042
AVAR,LUAR,0.021127
AVAR,PHBL,0.003521
AVAR,DA08,0.03169
AVAR,DB05,0.010563
AVAR,SABVL,0.021127
AVAR,URYDR,0.003521
AVAR,URYVL,0.003521
AVAR,PVWR,0.003521
AVAR,SAAVR,0.007042
AVAR,VD11,0.003521
AVAR,VD13,0.007042
AVAR,DB02,0.007042
AVAR,RMDVR,0.003521
AVAR,PHCR,0.003521
AVAR,PDEL,0.003521
AVAR,PDER,0.003521
AVAR,RMDR,0.007042
AVAR,DA09,0.010563
AVAR,SMDVR,0.003521
AVAR,SIBDL,0.003521
AVBL,AVDR,0.023529
AVBL,AVDL,0.011765
AVBL,AVAR,0.094118
AVBL,PVPR,0.011765
AVBL,SDQR,0.011765
AVBL,RIBR,0.011765
AVBL,RIBL,0.011765
AVBL,SDQL,0.011765
AVBL,VB01,0.011765
AVBL,DVA,0.023529
AVBL,RID,0.011765
AVBL,AQR,0.011765
AVBL,PVCR,0.011765
AVBL,AVAL,0.082353
AVBL,AVBR,0.047059
AVBL,AVEL,0.011765
AVBL,AVER,0.023529
AVBL,AS03,0.011765
AVBL,AS04,0.011765
AVBL,DB03,0.011765
AVBL,AS05,0.011765
AVBL,VA07,0.011765
AVBL,AS06,0.023529
AVBL,DA05,0.011765
AVBL,AS07,0.023529
AVBL,AS09,0.011765
AVBL,AS10,0.011765
AVBL,DA07,0.011765
AVBL,DB06,0.023529
AVBL,VA02,0.011765
AVBL,VA10,0.011765
AVBL,VA11,0.011765
AVBL,VB09,0.011765
AVBL,AVJR,0.011765
AVBL,PVNR,0.023529
AVBL,DB05,0.011765
AVBL,DB04,0.011765
AVBL,DB07,0.023529
AVBL,SIBVL,0.011765
AVBL,VB02,0.047059
AVBL,VB04,0.011765
AVBL,VB05,0.011765
AVBL,VB06,0.011765
AVBL,VB07,0.023529
AVBL,VB08,0.082353
AVBL,VB10,0.023529
AVBL,VB11,0.023529
AVBL,AVL,0.011765
AVBL,VC03,0.011765
AVBR,AVDL,0.034884
AVBR,AVAR,0.081395
AVBR,AIBR,0.011628
AVBR,HSNR,0.011628
AVBR,RIBR,0.011628
AVBR,DB01,0.034884
AVBR,RIBL,0.011628
AVBR,DVA,0.011628
AVBR,RID,0.023256
AVBR,AVBL,0.046512
AVBR,AVAL,0.069767
AVBR,AS01,0.011628
AVBR,AVER,0.023256
AVBR,VA04,0.011628
AVBR,AS03,0.011628
AVBR,DA03,0.011628
AVBR,AS04,0.011628
AVBR,DB03,0.011628
AVBR,AS05,0.023256
AVBR,VA07,0.011628
AVBR,AS06,0.023256
AVBR,DA05,0.011628
AVBR,VA08,0.011628
AVBR,AS07,0.034884
AVBR,AS10,0.011628
AVBR,AVJL,0.011628
AVBR,DA07,0.011628
AVBR,DB06,0.011628
AVBR,VA09,0.023256
AVBR,VB09,0.069767
AVBR,PVNL,0.023256
AVBR,PVNR,0.023256
AVBR,DB05,0.011628
AVBR,DB04,0.011628
AVBR,DB07,0.011628
AVBR,SIBVL,0.011628
AVBR,VB02,0.011628
AVBR,VB04,0.011628
AVBR,VB05,0.011628
AVBR,VB06,0.023256
AVBR,VB07,0.023256
AVBR,VB08,0.034884
AVBR,VB10,0.011628
AVBR,VB11,0.011628
AVBR,DB02,0.011628
AVBR,DD01,0.011628
AVBR,VB03,0.011628
AVBR,VD10,0.011628
AVBR,VD03,0.011628
AVBR,SIBVR,0.011628
AVDL,ADAR,0.021978
AVDL,AVDR,0.076923
AVDL,FLPL,0.010989
AVDL,AVAR,0.21978
AVDL,AVM,0.021978
AVDL,FLPR,0.010989
AVDL,AVHL,0.021978
AVDL,DVC,0.010989
AVDL,PVT,0.010989
AVDL,RIFL,0.010989
AVDL,AVAL,0.175824
AVDL,AS01,0.010989
AVDL,VA03,0.021978
AVDL,AVEL,0.032967
AVDL,PVCL,0.010989
AVDL,DA02,0.010989
AVDL,VA05,0.021978
AVDL,DA03,0.043956
AVDL,AS04,0.010989
AVDL,AS05,0.010989
AVDL,DA05,0.010989
AVDL,AS10,0.010989
AVDL,AS11,0.021978
AVDL,VA12,0.010989
AVDL,AVJL,0.010989
AVDL,DA01,0.010989
AVDL,DA04,0.021978
AVDL,LUAL,0.010989
AVDL,SABD,0.021978
AVDL,SABVR,0.010989
AVDL,VA01,0.010989
AVDL,VA10,0.032967
AVDL,AVJR,0.010989
AVDL,PVNR,0.010989
AVDL,DA08,0.010989
AVDL,SABVL,0.010989
AVDR,ADAL,0.018692
AVDR,AVDL,0.056075
AVDR,ALA,0.009346
AVDR,AVAR,0.214953
AVDR,FLPR,0.009346
AVDR,ADLL,0.009346
AVDR,DVC,0.009346
AVDR,DB01,0.009346
AVDR,ALMR,0.018692
AVDR,AVBL,0.009346
AVDR,PVCR,0.028037
AVDR,AVAL,0.196262
AVDR,VA03,0.018692
AVDR,AVER,0.018692
AVDR,DA02,0.009346
AVDR,VA05,0.018692
AVDR,DA03,0.018692
AVDR,AS05,0.009346
AVDR,DA05,0.018692
AVDR,AS10,0.009346
AVDR,AS11,0.028037
AVDR,AVJL,0.018692
AVDR,DA01,0.018692
AVDR,DA04,0.018692
AVDR,DA06,0.009346
AVDR,LUAL,0.018692
AVDR,SABD,0.009346
AVDR,SABVR,0.009346
AVDR,VA02,0.009346
AVDR,VA06,0.009346
AVDR,VA11,0.009346
AVDR,AVJR,0.009346
AVDR,PQR,0.018692
AVDR,PVNL,0.009346
AVDR,PVNR,0.009346
AVDR,DA08,0.009346
AVDR,SABVL,0.028037
AVDR,PVWR,0.009346
AVDR,DB04,0.009346
AVDR,DA09,0.009346
AVDR,SIADL,0.009346
AVDR,SIBDL,0.009346
AVEL,RMGL,0.033708
AVEL,AVDL,0.033708
AVEL,RIMR,0.033708
AVEL,AVAR,0.078652
AVEL,PVPR,0.011236
AVEL,AFDL,0.011236
AVEL,PVT,0.011236
AVEL,RIML,0.022472
AVEL,RIS,0.033708
AVEL,BAGR,0.011236
AVEL,ALML,0.011236
AVEL,PVCR,0.011236
AVEL,AVAL,0.157303
AVEL,AS01,0.022472
AVEL,VA03,0.033708
AVEL,VD02,0.011236
AVEL,AVER,0.011236
AVEL,PVCL,0.011236
AVEL,DA02,0.011236
AVEL,VA04,0.011236
AVEL,AS03,0.011236
AVEL,DA03,0.033708
AVEL,DB03,0.011236
AVEL,DA01,0.05618
AVEL,DA04,0.011236
AVEL,SABD,0.067416
AVEL,SABVR,0.033708
AVEL,VA01,0.05618
AVEL,SABVL,0.078652
AVEL,DB04,0.011236
AVEL,RMDVR,0.011236
AVEL,RMEV,0.011236
AVEL,AVL,0.011236
AVEL,VD03,0.011236
AVEL,SMDVR,0.011236
AVER,AVDR,0.012048
AVER,ASHR,0.012048
AVER,AVDL,0.024096
AVER,RIMR,0.036145
AVER,RMGR,0.012048
AVER,AVKR,0.012048
AVER,ALA,0.012048
AVER,AVAR,0.204819
AVER,AIZR,0.012048
AVER,RIML,0.036145
AVER,RIFL,0.012048
AVER,AVAL,0.084337
AVER,AS01,0.048193
AVER,VA03,0.024096
AVER,AVEL,0.024096
AVER,DA02,0.036145
AVER,AS02,0.024096
AVER,VA04,0.012048
AVER,AS03,0.012048
AVER,VA05,0.012048
AVER,DA03,0.012048
AVER,DB03,0.012048
AVER,URXR,0.012048
AVER,DA01,0.072289
AVER,SABD,0.024096
AVER,SABVR,0.036145
AVER,VA01,0.012048
AVER,VA02,0.012048
AVER,SABVL,0.036145
AVER,RMDVR,0.012048
AVER,RMEV,0.012048
AVER,RMDVL,0.012048
AVER,CEPDL,0.012048
AVER,OLLL,0.012048
AVER,RMDR,0.024096
AVER,RMDDL,0.012048
AVER,SMDDR,0.012048
AVFL,PVQL,0.012987
AVFL,PVPL,0.025974
AVFL,PVQR,0.025974
AVFL,AVHL,0.051948
AVFL,AVHR,0.090909
AVFL,AIML,0.012987
AVFL,HSNL,0.012987
AVFL,HSNR,0.038961
AVFL,VB01,0.012987
AVFL,RIFL,0.012987
AVFL,AVBL,0.012987
AVFL,AVBR,0.025974
AVFL,PVCL,0.012987
AVFL,DVB,0.012987
AVFL,AS10,0.012987
AVFL,AS11,0.025974
AVFL,RIFR,0.012987
AVFL,AVFR,0.38961
AVFL,AVJL,0.012987
AVFL,AVJR,0.012987
AVFL,PVNL,0.025974
AVFL,PVNR,0.012987
AVFL,AVG,0.038961
AVFL,VB02,0.012987
AVFL,AVL,0.012987
AVFL,VC05,0.012987
AVFL,PDER,0.012987
AVFL,VC01,0.012987
AVFL,SMBVL,0.012987
AVFL,VD12,0.012987
AVFR,PVQL,0.031746
AVFR,AIAL,0.015873
AVFR,PVPL,0.015873
AVFR,RMGL,0.031746
AVFR,ASHR,0.015873
AVFR,AVHL,0.063492
AVFR,PVPR,0.015873
AVFR,AVHR,0.031746
AVFR,AIML,0.015873
AVFR,ASKL,0.015873
AVFR,HSNL,0.047619
AVFR,HSNR,0.015873
AVFR,VB01,0.015873
AVFR,AVBL,0.015873
AVFR,PVCR,0.015873
AVFR,AVAL,0.015873
AVFR,AVBR,0.079365
AVFR,ASJL,0.015873
AVFR,AVJL,0.031746
AVFR,VA02,0.015873
AVFR,AVJR,0.015873
AVFR,AVG,0.015873
AVFR,VD11,0.015873
AVFR,AVFL,0.380952
AVFR,VC04,0.015873
AVFR,VC05,0.015873
AVFR,RMDDL,0.015873
AVG,AVDR,0.017241
AVG,PVPL,0.034483
AVG,AVDL,0.017241
AVG,PVQR,0.017241
AVG,AVAR,0.051724
AVG,PVPR,0.017241
AVG,AVHR,0.017241
AVG,DVC,0.172414
AVG,PVT,0.051724
AVG,RIFL,0.017241
AVG,AVBL,0.034483
AVG,PVCR,0.034483
AVG,AVAL,0.034483
AVG,AVBR,0.034483
AVG,AVEL,0.017241
AVG,AVER,0.017241
AVG,PVCL,0.017241
AVG,AS11,0.017241
AVG,RIFR,0.017241
AVG,AVJL,0.017241
AVG,VA06,0.017241
AVG,VA11,0.017241
AVG,AVJR,0.051724
AVG,PVNL,0.017241
AVG,PVNR,0.034483
AVG,DA08,0.017241
AVG,AVFL,0.034483
AVG,PHAL,0.051724
AVG,AVL,0.017241
AVG,PHAR,0.034483
AVG,PHCR,0.017241
AVG,VC01,0.017241
AVG,DD06,0.017241
AVHL,PVQL,0.014925
AVHL,PVPL,0.014925
AVHL,ADFR,0.044776
AVHL,ASHR,0.029851
AVHL,AVDL,0.044776
AVHL,PVQR,0.029851
AVHL,RIMR,0.014925
AVHL,AVAR,0.014925
AVHL,BDUR,0.014925
AVHL,AWBR,0.014925
AVHL,PVPR,0.059701
AVHL,AVHR,0.029851
AVHL,RIR,0.044776
AVHL,ASKL,0.029851
AVHL,SMBDR,0.014925
AVHL,AVBL,0.014925
AVHL,AVBR,0.014925
AVHL,AS10,0.014925
AVHL,AS11,0.029851
AVHL,RIFR,0.014925
AVHL,AVFR,0.074627
AVHL,AVJL,0.044776
AVHL,LUAL,0.014925
AVHL,SABD,0.014925
AVHL,AVJR,0.074627
AVHL,PHBL,0.014925
AVHL,PHBR,0.014925
AVHL,PVNL,0.014925
AVHL,DB07,0.044776
AVHL,AVFL,0.044776
AVHL,DD01,0.014925
AVHL,PHAL,0.014925
AVHL,SMBVR,0.029851
AVHL,VD01,0.014925
AVHL,VD12,0.059701
AVHR,AVDR,0.013158
AVHR,PVQL,0.026316
AVHR,PVPL,0.052632
AVHR,PVQR,0.026316
AVHR,AWBL,0.013158
AVHR,AVHL,0.026316
AVHR,PVPR,0.013158
AVHR,ADLR,0.026316
AVHR,ADLL,0.013158
AVHR,RIR,0.052632
AVHR,ASKR,0.039474
AVHR,DVC,0.026316
AVHR,RIGL,0.013158
AVHR,DVA,0.013158
AVHR,AVBL,0.026316
AVHR,AQR,0.026316
AVHR,AVAL,0.013158
AVHR,AVBR,0.013158
AVHR,AS11,0.105263
AVHR,AVFR,0.026316
AVHR,AVJL,0.013158
AVHR,AVJR,0.078947
AVHR,PHBL,0.026316
AVHR,PHBR,0.026316
AVHR,PVNL,0.013158
AVHR,DA08,0.039474
AVHR,AVG,0.026316
AVHR,SMBDL,0.013158
AVHR,AVFL,0.065789
AVHR,PHAR,0.026316
AVHR,DD06,0.013158
AVHR,SMBVL,0.013158
AVHR,SIAVL,0.013158
AVHR,VD12,0.065789
AVJL,AVDR,0.037037
AVJL,ASHR,0.018519
AVJL,AVDL,0.018519
AVJL,AINL,0.018519
AVJL,AVAR,0.018519
AVJL,AVHL,0.037037
AVJL,PVPR,0.018519
AVJL,AVHR,0.018519
AVJL,PVT,0.018519
AVJL,HSNR,0.018519
AVJL,RIS,0.037037
AVJL,AVBL,0.018519
AVJL,PVCR,0.092593
AVJL,AVAL,0.037037
AVJL,AVBR,0.074074
AVJL,AVEL,0.018519
AVJL,PVCL,0.037037
AVJL,PLMR,0.037037
AVJL,PDB,0.037037
AVJL,RIFR,0.037037
AVJL,AVFR,0.018519
AVJL,LUAL,0.037037
AVJL,SABD,0.018519
AVJL,AVJR,0.092593
AVJL,LUAR,0.018519
AVJL,PQR,0.037037
AVJL,PVNL,0.037037
AVJL,PVNR,0.018519
AVJL,PVWR,0.037037
AVJL,PVWL,0.037037
AVJR,AVDR,0.058824
AVJR,AVDL,0.039216
AVJR,PVQR,0.019608
AVJR,ADER,0.019608
AVJR,AVAR,0.058824
AVJR,AVM,0.019608
AVJR,FLPR,0.019608
AVJR,AVHL,0.078431
AVJR,AVHR,0.039216
AVJR,RID,0.019608
AVJR,ALML,0.019608
AVJR,AVBL,0.058824
AVJR,PVCR,0.098039
AVJR,AVAL,0.039216
AVJR,AVBR,0.019608
AVJR,AVER,0.058824
AVJR,PVCL,0.058824
AVJR,AVFR,0.019608
AVJR,AVJL,0.098039
AVJR,LUAR,0.019608
AVJR,PHBL,0.019608
AVJR,PQR,0.019608
AVJR,PVNL,0.019608
AVJR,PVNR,0.019608
AVJR,SABVL,0.019608
AVJR,AVG,0.019608
AVJR,PHCR,0.019608
AVKL,PVPL,0.015873
AVKL,ADER,0.015873
AVKL,RICL,0.015873
AVKL,RICR,0.015873
AVKL,RIMR,0.015873
AVKL,AVKR,0.031746
AVKL,AVM,0.015873
AVKL,PVPR,0.015873
AVKL,PVT,0.031746
AVKL,RIGR,0.015873
AVKL,RIVL,0.047619
AVKL,SAADL,0.015873
AVKL,RIGL,0.015873
AVKL,RIML,0.031746
AVKL,SAADR,0.015873
AVKL,VB01,0.079365
AVKL,SIBDR,0.031746
AVKL,AIYL,0.015873
AVKL,DVA,0.126984
AVKL,SMBDR,0.015873
AVKL,AVBL,0.015873
AVKL,AQR,0.031746
AVKL,AVEL,0.031746
AVKL,AVER,0.015873
AVKL,AS10,0.015873
AVKL,AS11,0.015873
AVKL,SMBDL,0.015873
AVKL,VB10,0.015873
AVKL,VB11,0.015873
AVKL,AVL,0.031746
AVKL,SMBVR,0.015873
AVKL,PDEL,0.047619
AVKL,PDER,0.015873
AVKL,PVM,0.015873
AVKL,RMFL,0.015873
AVKL,RMFR,0.015873
AVKL,RMDL,0.015873
AVKL,SMBVL,0.031746
AVKL,SMDDR,0.015873
AVKL,SIAVR,0.015873
AVKR,PVQL,0.047619
AVKR,ADEL,0.02381
AVKR,PVPL,0.166667
AVKR,RMGL,0.02381
AVKR,RICL,0.02381
AVKR,RIMR,0.071429
AVKR,BDUL,0.02381
AVKR,AVKL,0.071429
AVKR,AIMR,0.02381
AVKR,PVT,0.02381
AVKR,RIGR,0.02381
AVKR,SAADL,0.02381
AVKR,RIGL,0.02381
AVKR,RIML,0.047619
AVKR,SMBDR,0.047619
AVKR,AQR,0.02381
AVKR,AVER,0.02381
AVKR,SMBDL,0.047619
AVKR,SMBVR,0.02381
AVKR,RMDR,0.02381
AVKR,RMFL,0.02381
AVKR,RMDL,0.02381
AVKR,SMDDL,0.02381
AVKR,SMDDR,0.047619
AVKR,SMDVR,0.02381
AVKR,SIADL,0.02381
AVKR,RMHR,0.02381
AVL,PVPL,0.011905
AVL,RIMR,0.011905
AVL,AVKR,0.011905
AVL,AVKL,0.02381
AVL,PVPR,0.071429
AVL,DVC,0.119048
AVL,PVT,0.02381
AVL,HSNR,0.011905
AVL,RIS,0.011905
AVL,AVEL,0.02381
AVL,DA02,0.011905
AVL,DVB,0.02381
AVL,PDA,0.047619
AVL,AVFR,0.011905
AVL,SABD,0.059524
AVL,SABVR,0.035714
AVL,SABVL,0.047619
AVL,PVWR,0.011905
AVL,VD11,0.011905
AVL,VD13,0.035714
AVL,DD01,0.011905
AVL,PVWL,0.011905
AVL,PVM,0.011905
AVL,VC01,0.011905
AVL,DA09,0.02381
AVL,VC02,0.02381
AVL,DD06,0.202381
AVL,VD12,0.071429
AVL,VC06,0.011905
AVM,AVDR,0.018868
AVM,PVR,0.09434
AVM,AVDL,0.056604
AVM,ADER,0.037736
AVM,BDUL,0.056604
AVM,AVKL,0.018868
AVM,BDUR,0.075472
AVM,AVHL,0.018868
AVM,RID,0.018868
AVM,ALML,0.018868
AVM,ALMR,0.018868
AVM,AVBL,0.113208
AVM,PVCR,0.09434
AVM,AVBR,0.113208
AVM,PVCL,0.075472
AVM,DA01,0.018868
AVM,VA01,0.037736
AVM,VA02,0.018868
AVM,AVJR,0.018868
AVM,PVNL,0.018868
AVM,PVNR,0.018868
AVM,SIBVL,0.018868
AVM,VB03,0.018868
AWAL,ADAL,0.034483
AWAL,ASHL,0.068966
AWAL,AIAL,0.034483
AWAL,AWBL,0.034483
AWAL,ASEL,0.137931
AWAL,AWAR,0.034483
AWAL,ADLL,0.034483
AWAL,AFDL,0.172414
AWAL,AIZL,0.37931
AWAL,ASGL,0.034483
AWAL,AIYL,0.034483
AWAR,AWAL,0.026316
AWAR,ADFR,0.105263
AWAR,AIAR,0.105263
AWAR,AIYR,0.052632
AWAR,ASEL,0.026316
AWAR,AWBR,0.026316
AWAR,AFDR,0.184211
AWAR,ASER,0.052632
AWAR,RIR,0.052632
AWAR,ASIL,0.026316
AWAR,AIZR,0.210526
AWAR,ASGR,0.026316
AWAR,RIGR,0.026316
AWAR,AUAR,0.026316
AWAR,RIFR,0.052632
AWBL,ADFL,0.209302
AWBL,ASHL,0.023256
AWBL,AIAL,0.069767
AWBL,AWAL,0.046512
AWBL,RMGL,0.023256
AWBL,ASEL,0.023256
AWBL,AWBR,0.023256
AWBL,AVHR,0.023256
AWBL,AIBR,0.023256
AWBL,AIZL,0.209302
AWBL,ASGL,0.023256
AWBL,AWCL,0.023256
AWBL,HSNL,0.023256
AWBL,RIGL,0.046512
AWBL,AUAL,0.023256
AWBL,AIYL,0.023256
AWBL,AVBL,0.023256
AWBL,SMBDL,0.023256
AWBL,RIAL,0.069767
AWBL,SMBVL,0.046512
AWBR,ADFR,0.151515
AWBR,ASHR,0.060606
AWBR,RICL,0.030303
AWBR,RMGR,0.030303
AWBR,AWBL,0.030303
AWBR,AIYR,0.030303
AWBR,ASER,0.060606
AWBR,RIR,0.060606
AWBR,HSNL,0.060606
AWBR,AIMR,0.030303
AWBR,AIZR,0.121212
AWBR,ASGR,0.030303
AWBR,HSNR,0.060606
AWBR,AUAR,0.030303
AWBR,AVBR,0.060606
AWBR,RIFR,0.030303
AWBR,URYVR,0.030303
AWBR,SMBVR,0.030303
AWBR,OLQVR,0.030303
AWBR,RIAR,0.030303
AWCL,ADFL,0.028571
AWCL,AIAL,0.057143
AWCL,AIAR,0.114286
AWCL,ASEL,0.057143
AWCL,AFDL,0.057143
AWCL,AIBL,0.057143
AWCL,ASER,0.028571
AWCL,AIBR,0.028571
AWCL,ASIL,0.028571
AWCL,AIZL,0.028571
AWCL,ASGR,0.028571
AWCL,AWCR,0.028571
AWCL,AUAL,0.028571
AWCL,AIYL,0.285714
AWCL,AVAL,0.028571
AWCL,RIAL,0.085714
AWCL,SMDVL,0.028571
AWCR,AIAL,0.045455
AWCR,ADFR,0.022727
AWCR,ASHR,0.022727
AWCR,AIAR,0.068182
AWCR,IL2L,0.022727
AWCR,AIYR,0.204545
AWCR,ASEL,0.068182
AWCR,AFDR,0.022727
AWCR,AIBL,0.045455
AWCR,ASER,0.045455
AWCR,AIBR,0.090909
AWCR,ASIL,0.022727
AWCR,ASIR,0.022727
AWCR,AWCL,0.113636
AWCR,ASGR,0.045455
AWCR,RIVL,0.022727
AWCR,AIYL,0.090909
AWCR,RIAL,0.022727
BAGL,ADFR,0.023256
BAGL,AINL,0.023256
BAGL,AVAR,0.046512
BAGL,AIBL,0.023256
BAGL,AINR,0.023256
BAGL,RIR,0.023256
BAGL,AIZR,0.046512
BAGL,RIGR,0.116279
BAGL,RIBR,0.162791
BAGL,RIGL,0.046512
BAGL,RIVR,0.023256
BAGL,RIBL,0.023256
BAGL,AUAR,0.023256
BAGL,BAGR,0.046512
BAGL,RID,0.023256
BAGL,AVEL,0.023256
BAGL,AVER,0.093023
BAGL,CEPVR,0.023256
BAGL,URXR,0.023256
BAGL,RIAR,0.116279
BAGL,URAVR,0.023256
BAGL,RIPR,0.023256
BAGR,OLQVL,0.033333
BAGR,RIR,0.033333
BAGR,BAGL,0.066667
BAGR,RIBR,0.033333
BAGR,RIGL,0.2
BAGR,RIBL,0.133333
BAGR,AIYL,0.033333
BAGR,AQR,0.033333
BAGR,AVAL,0.066667
BAGR,AVEL,0.166667
BAGR,RIAL,0.166667
BAGR,SMDVL,0.033333
BDUL,ADAL,0.055556
BDUL,ADEL,0.166667
BDUL,RMGL,0.055556
BDUL,AVHL,0.055556
BDUL,HSNL,0.055556
BDUL,SAADL,0.055556
BDUL,ALML,0.111111
BDUL,RIFL,0.055556
BDUL,AVJR,0.055556
BDUL,PVNL,0.166667
BDUL,PVNR,0.111111
BDUL,URADL,0.055556
BDUR,PVR,0.038462
BDUR,ADER,0.038462
BDUR,AVHL,0.038462
BDUR,HSNR,0.192308
BDUR,SDQL,0.038462
BDUR,ALMR,0.076923
BDUR,AVAL,0.115385
BDUR,AVBR,0.038462
BDUR,PVCL,0.076923
BDUR,CEPVR,0.038462
BDUR,AVJL,0.076923
BDUR,PVNL,0.153846
BDUR,PVNR,0.038462
BDUR,URADR,0.038462
CEPDL,RMGL,0.064516
CEPDL,RICL,0.032258
CEPDL,RICR,0.064516
CEPDL,AINL,0.016129
CEPDL,RIH,0.032258
CEPDL,AFDL,0.016129
CEPDL,RIS,0.016129
CEPDL,RIBL,0.032258
CEPDL,SIBDR,0.016129
CEPDL,ALML,0.032258
CEPDL,SMBDR,0.016129
CEPDL,AVER,0.080645
CEPDL,IL2DL,0.016129
CEPDL,URYDL,0.032258
CEPDL,URBL,0.064516
CEPDL,CEPDR,0.016129
CEPDL,RMDVL,0.048387
CEPDL,OLLL,0.032258
CEPDL,OLQDL,0.112903
CEPDL,IL1DL,0.064516
CEPDL,URADL,0.032258
CEPDL,RIPL,0.032258
CEPDL,RMDDL,0.016129
CEPDL,SIADR,0.032258
CEPDL,RMHL,0.016129
CEPDL,RMHR,0.064516
CEPDR,RICL,0.066667
CEPDR,RICR,0.05
CEPDR,RMGR,0.016667
CEPDR,URBR,0.033333
CEPDR,BDUR,0.016667
CEPDR,RIH,0.033333
CEPDR,RIBR,0.016667
CEPDR,RIS,0.016667
CEPDR,SMBDR,0.016667
CEPDR,AVEL,0.1
CEPDR,RIFR,0.016667
CEPDR,URXR,0.033333
CEPDR,URYDR,0.016667
CEPDR,SMBDL,0.016667
CEPDR,RMDVR,0.033333
CEPDR,IL1R,0.016667
CEPDR,OLLR,0.133333
CEPDR,RMDR,0.016667
CEPDR,OLQDR,0.116667
CEPDR,IL1DR,0.083333
CEPDR,URADR,0.016667
CEPDR,RMDDL,0.016667
CEPDR,SIADL,0.016667
CEPDR,SIBVR,0.016667
CEPDR,RMHL,0.066667
CEPDR,RMHR,0.016667
CEPVL,PVR,0.017857
CEPVL,RMGL,0.017857
CEPVL,RICL,0.125
CEPVL,RICR,0.071429
CEPVL,RIH,0.017857
CEPVL,ADLL,0.017857
CEPVL,OLQVL,0.125
CEPVL,RIBL,0.017857
CEPVL,AVER,0.053571
CEPVL,URXL,0.017857
CEPVL,URYVL,0.053571
CEPVL,RMDVR,0.017857
CEPVL,OLLL,0.071429
CEPVL,RIAL,0.017857
CEPVL,IL1VL,0.035714
CEPVL,RIPL,0.017857
CEPVL,RMDDL,0.071429
CEPVL,SMBVL,0.017857
CEPVL,SMDVR,0.017857
CEPVL,SIAVL,0.035714
CEPVL,URAVL,0.071429
CEPVL,RMHL,0.017857
CEPVL,RMHR,0.071429
CEPVR,RICL,0.042553
CEPVR,RICR,0.085106
CEPVR,RIH,0.021277
CEPVR,ADLR,0.042553
CEPVR,AIMR,0.021277
CEPVR,ASGR,0.021277
CEPVR,RIVL,0.021277
CEPVR,AVEL,0.106383
CEPVR,URYVR,0.021277
CEPVR,CEPDR,0.021277
CEPVR,OLLR,0.148936
CEPVR,SMBVR,0.021277
CEPVR,RIAL,0.021277
CEPVR,OLQVR,0.085106
CEPVR,RIAR,0.021277
CEPVR,IL1VR,0.042553
CEPVR,URAVR,0.021277
CEPVR,IL2VR,0.06383
CEPVR,RIPR,0.021277
CEPVR,RMDDR,0.042553
CEPVR,SMDDR,0.021277
CEPVR,SIAVR,0.042553
CEPVR,RMHR,0.042553
DA01,AVAR,0.146341
DA01,FLPR,0.04878
DA01,DB01,0.02439
DA01,AVAL,0.04878
DA01,VD02,0.02439
DA01,AVER,0.02439
DA01,DA02,0.02439
DA01,DA04,0.02439
DA01,SABVR,0.073171
DA01,SABVL,0.04878
DA01,DD01,0.097561
DA01,VD01,0.414634
DA02,AVAR,0.057143
DA02,FLPR,0.028571
DA02,DB01,0.028571
DA02,AVAL,0.057143
DA02,VD02,0.314286
DA02,AS02,0.057143
DA02,AS03,0.028571
DA02,VA05,0.028571
DA02,DA03,0.028571
DA02,DA05,0.028571
DA02,DA01,0.028571
DA02,VA01,0.057143
DA02,SABVL,0.028571
DA02,DD01,0.028571
DA02,VD01,0.057143
DA02,VD03,0.142857
DA03,AVAR,0.040816
DA03,FLPR,0.040816
DA03,AVAL,0.061224
DA03,AS04,0.040816
DA03,DB03,0.020408
DA03,DA05,0.020408
DA03,DA04,0.061224
DA03,VA02,0.020408
DA03,VA06,0.020408
DA03,PVDL,0.020408
DA03,DD02,0.020408
DA03,VD04,0.122449
DA03,VD03,0.510204
DA04,AVAR,0.047619
DA04,AVAL,0.071429
DA04,VA03,0.02381
DA04,PVCL,0.02381
DA04,DA03,0.047619
DA04,DB03,0.047619
DA04,DA01,0.02381
DA04,VD05,0.357143
DA04,VB06,0.02381
DA04,DB02,0.02381
