AIAL,66.74,-10.67,0.66
AIAR,67.33,-10.73,-0.99
AIBL,55.49,-2.53,6.15
AIBR,55.94,-2.61,-6.63
ASHL,58.42,4.21,8.35
ASHR,57.83,3.90,-10.20
ASKL,54.73,18.00,4.44
ASKR,54.43,18.18,-6.32
AVAL,50.20,8.70,9.41
AVAR,50.99,8.79,-19.30
AVBL,63.74,4.83,6.12
AVBR,62.69,4.83,-6.41
AVDL,65.34,5.35,16.11
AVDR,65.45,5.20,-16.59
PHAL,770.37,3.83,5.96
PHAR,770.06,4.14,-5.70
PHBL,773.56,6.55,6.00
PHBR,773.40,6.46,-6.33
PVCL,777.42,6.51,4.85
PVCR,776.14,5.98,-5.19
