# Chemical synapses and Gap junctions in the C. elegans
# From dataset used by Varshney et al. completed by 3900 unique connections Cook et al. new dataset
# This updated dataset of the somatic network contains 12071 unique connections
ADAR,ADAL,electrical
ADFL,ADAL,electrical
ASHL,ADAL,electrical
AVDR,ADAL,electrical
AVDR,ADAL,electrical
PVQL,ADAL,electrical
ADEL,ADAL,chemical
ADFL,ADAL,chemical
AIAL,ADAL,chemical
ASHL,ADAL,chemical
AWAL,ADAL,chemical
PVPL,ADAL,chemical
PVR,ADAL,chemical
RMGL,ADAL,chemical
ADAL,ADAR,electrical
ADFR,ADAR,electrical
ASHR,ADAR,electrical
AVDL,ADAR,electrical
AVDL,ADAR,electrical
PVQR,ADAR,electrical
ADER,ADAR,chemical
ADFR,ADAR,chemical
AIAR,ADAR,chemical
ASHR,ADAR,chemical
ASHR,ADAR,chemical
RICL,ADAR,chemical
RICR,ADAR,chemical
RIMR,ADAR,chemical
RMGR,ADAR,chemical
URBR,ADAR,chemical
AINL,ADEL,electrical
AVKR,ADEL,electrical
ADER,ADEL,chemical
ADER,ADEL,chemical
ALA,ADEL,chemical
BDUL,ADEL,chemical
BDUL,ADEL,chemical
BDUL,ADEL,chemical
FLPL,ADEL,chemical
FLPL,ADEL,chemical
IL2L,ADEL,chemical
IL2L,ADEL,chemical
ADEL,ADER,chemical
AVKL,ADER,electrical
ALNR,ADER,chemical
AVAR,ADER,chemical
AVM,ADER,chemical
AVM,ADER,chemical
BDUR,ADER,chemical
FLPL,ADER,chemical
FLPL,ADER,chemical
FLPR,ADER,chemical
FLPR,ADER,chemical
IL2R,ADER,chemical
IL2R,ADER,chemical
ADAL,ADFL,electrical
ASHL,ADFL,chemical
ASHL,ADFL,chemical
ASHL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
AWBL,ADFL,chemical
ADAR,ADFR,electrical
AIAR,ADFR,electrical
AIYR,ADFR,chemical
ASEL,ADFR,chemical
ASHR,ADFR,chemical
ASHR,ADFR,chemical
AVHL,ADFR,chemical
AVHL,ADFR,chemical
AVHL,ADFR,chemical
AWAR,ADFR,chemical
AWAR,ADFR,chemical
AWAR,ADFR,chemical
AWBR,ADFR,chemical
AWBR,ADFR,chemical
AWBR,ADFR,chemical
AWBR,ADFR,chemical
PVPR,ADFR,chemical
RIH,ADFR,chemical
ADLR,ADLL,electrical
AVDR,ADLL,electrical
OLQVL,ADLL,electrical
RMGL,ADLL,electrical
AVHR,ADLL,chemical
CEPVL,ADLL,chemical
SDQR,ADLL,chemical
ADLL,ADLR,electrical
AIAR,ADLR,chemical
AIAR,ADLR,chemical
AVHR,ADLR,chemical
AVHR,ADLR,chemical
AFDR,AFDL,electrical
AIBL,AFDL,electrical
AINR,AFDL,chemical
AINR,AFDL,chemical
AINR,AFDL,chemical
AINR,AFDL,chemical
ASER,AFDL,chemical
ASER,AFDL,chemical
AWAL,AFDL,chemical
AWAL,AFDL,chemical
AWAL,AFDL,chemical
AWAL,AFDL,chemical
AWAL,AFDL,chemical
AFDL,AFDR,electrical
AIBR,AFDR,electrical
AINL,AFDR,chemical
AINL,AFDR,chemical
AINL,AFDR,chemical
AINL,AFDR,chemical
AINL,AFDR,chemical
AINR,AFDR,chemical
ASER,AFDR,chemical
ASER,AFDR,chemical
AWAR,AFDR,chemical
AWAR,AFDR,chemical
AWAR,AFDR,chemical
AWAR,AFDR,chemical
AWAR,AFDR,chemical
AWAR,AFDR,chemical
AWAR,AFDR,chemical
RIR,AFDR,chemical
ADLL,AIAL,chemical
ADLL,AIAL,chemical
ADLL,AIAL,chemical
ADLL,AIAL,chemical
ADLL,AIAL,chemical
ADLL,AIAL,chemical
AIAR,AIAL,electrical
ASIL,AIAL,electrical
ASIL,AIAL,electrical
AWAL,AIAL,electrical
AIML,AIAL,chemical
AIML,AIAL,chemical
AIML,AIAL,chemical
AIML,AIAL,chemical
AIML,AIAL,chemical
AINR,AIAL,chemical
AINR,AIAL,chemical
AIZL,AIAL,chemical
AIZL,AIAL,chemical
AIZL,AIAL,chemical
ASEL,AIAL,chemical
ASEL,AIAL,chemical
ASEL,AIAL,chemical
ASER,AIAL,chemical
ASER,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASGL,AIAL,chemical
ASHL,AIAL,chemical
ASHL,AIAL,chemical
ASHL,AIAL,chemical
ASHL,AIAL,chemical
ASHL,AIAL,chemical
ASHL,AIAL,chemical
ASHL,AIAL,chemical
ASIR,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
ASKL,AIAL,chemical
AWCL,AIAL,chemical
AWCL,AIAL,chemical
HSNL,AIAL,chemical
PVQL,AIAL,chemical
PVQL,AIAL,chemical
PVQL,AIAL,chemical
PVQL,AIAL,chemical
PVQL,AIAL,chemical
PVQL,AIAL,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADLR,AIAR,chemical
ADFR,AIAR,electrical
AIAL,AIAR,electrical
ASIR,AIAR,electrical
ASIR,AIAR,electrical
AWAR,AIAR,electrical
AIMR,AIAR,chemical
AIMR,AIAR,chemical
AIMR,AIAR,chemical
AIMR,AIAR,chemical
AIMR,AIAR,chemical
